category,amt,gender,lat,long,Pop,AgeGroup,Time,merch_lat,merch_long,is_fraud
4,1,2,42,-94,1,2,2,43,-95,0
4,1,1,37,-78,1,2,2,37,-77,0
4,1,1,36,-92,1,2,2,37,-92,0
2,1,2,42,-74,1,1,2,41,-73,0
6,1,2,28,-83,3,1,2,29,-82,0
5,1,2,45,-85,1,2,2,45,-85,0
4,1,1,41,-83,1,3,2,42,-83,0
9,1,1,41,-74,1,2,2,42,-73,0
4,1,2,43,-109,1,2,2,43,-109,0
4,1,2,44,-88,1,2,2,44,-87,0
5,1,1,27,-80,3,3,2,28,-80,0
5,1,2,36,-120,1,2,2,37,-119,0
4,1,1,32,-97,1,3,2,32,-97,0
8,1,2,31,-85,1,3,2,32,-84,0
2,1,2,33,-117,3,2,2,33,-116,0
7,1,2,45,-112,1,1,2,45,-112,0
2,1,1,43,-78,1,2,2,42,-78,0
2,2,1,39,-87,1,1,2,38,-86,0
8,1,2,41,-89,1,3,2,41,-89,0
4,1,2,39,-91,2,1,2,39,-91,0
5,1,1,36,-80,1,3,2,35,-79,0
4,1,2,33,-117,3,2,2,32,-117,0
7,1,1,34,-86,2,2,2,34,-86,0
2,1,1,45,-123,1,2,2,45,-122,0
5,3,1,38,-99,1,2,2,37,-99,0
2,2,1,41,-98,1,2,2,42,-97,0
5,1,1,33,-81,1,2,2,33,-81,0
1,2,1,32,-85,2,2,2,32,-85,0
6,2,1,44,-116,2,2,2,43,-116,0
7,1,2,29,-96,1,2,2,29,-97,0
2,2,1,43,-75,1,3,2,42,-76,0
8,1,1,43,-74,3,3,2,42,-74,0
1,1,1,39,-94,3,1,2,38,-94,0
4,1,1,41,-83,2,2,2,41,-83,0
8,1,2,29,-96,1,2,2,29,-96,0
1,1,1,39,-77,3,2,2,39,-77,0
7,1,1,49,-103,1,2,2,48,-102,0
4,1,2,42,-88,2,2,2,42,-89,0
1,1,1,27,-80,3,2,2,26,-80,0
4,1,1,40,-86,3,2,2,39,-86,0
4,1,2,38,-85,1,2,2,37,-86,0
4,1,1,46,-101,1,1,2,46,-101,0
2,1,1,41,-74,3,2,2,41,-75,0
6,1,1,41,-74,1,2,2,40,-74,0
3,1,2,42,-83,3,2,2,43,-84,0
5,1,1,39,-100,1,2,2,39,-100,0
4,1,2,36,-91,1,3,2,35,-91,0
7,2,2,40,-80,1,1,2,41,-79,0
4,1,2,32,-83,1,2,2,31,-82,0
5,1,2,42,-75,1,2,2,43,-74,0
2,2,2,44,-85,1,3,2,45,-85,0
5,1,1,32,-97,1,3,2,32,-97,0
4,1,2,40,-92,1,2,2,40,-93,0
5,1,1,26,-82,3,2,2,27,-81,0
4,1,2,38,-97,3,2,2,37,-98,0
5,1,1,37,-83,1,2,2,37,-84,0
7,1,1,46,-104,1,3,2,47,-104,0
2,1,1,49,-93,1,1,2,50,-93,0
1,1,2,43,-94,1,2,2,43,-94,0
6,1,1,36,-91,1,2,2,35,-91,0
7,1,2,41,-103,1,2,2,41,-102,0
3,1,2,39,-79,1,2,2,38,-79,0
2,2,1,40,-105,3,2,2,39,-105,0
4,1,1,35,-82,1,1,2,35,-83,0
9,2,2,41,-82,2,2,2,40,-81,0
1,1,1,44,-123,3,2,2,44,-122,0
2,2,2,48,-93,1,2,2,49,-92,0
6,1,2,35,-106,1,2,2,35,-107,0
2,1,2,42,-74,1,2,2,42,-74,0
1,1,1,43,-88,1,2,2,43,-88,0
1,1,2,40,-74,2,1,2,40,-75,0
4,1,2,38,-122,1,2,2,39,-122,0
4,1,2,36,-115,3,2,2,37,-115,0
5,1,1,41,-74,2,2,2,41,-73,0
7,1,2,39,-77,2,3,2,39,-77,0
8,1,2,33,-106,1,2,2,34,-107,0
4,1,1,48,-113,1,2,2,49,-112,0
4,1,1,41,-83,1,3,2,41,-83,0
1,1,2,30,-90,1,3,2,31,-90,0
4,1,2,45,-121,1,3,2,46,-120,0
5,1,2,42,-80,1,3,2,43,-79,0
4,1,1,46,-101,1,1,2,46,-102,0
4,1,1,49,-118,1,2,2,48,-117,0
9,1,1,34,-81,1,3,2,34,-80,0
1,3,1,32,-85,2,2,2,33,-85,0
7,1,2,46,-118,1,2,2,46,-119,0
6,1,2,43,-90,1,2,2,44,-89,0
6,1,1,40,-75,1,2,2,39,-75,0
4,1,1,38,-122,3,1,2,38,-123,0
3,1,2,40,-105,3,2,2,40,-105,0
4,1,2,40,-75,1,3,2,39,-76,0
4,1,2,39,-88,1,2,2,40,-89,0
2,2,1,47,-97,1,2,2,46,-97,0
2,1,1,41,-74,3,3,2,41,-74,0
9,2,1,43,-78,1,2,2,43,-77,0
8,1,1,36,-78,1,2,2,35,-79,0
4,1,1,31,-84,1,3,2,30,-84,0
2,2,2,42,-97,1,2,2,42,-97,0
8,1,2,39,-85,1,2,2,40,-85,0
4,1,1,41,-91,1,2,2,40,-91,0
6,1,1,43,-88,1,3,2,43,-89,0
4,1,1,40,-86,2,2,2,39,-85,0
2,2,2,45,-104,1,2,2,45,-103,0
5,1,1,38,-87,1,2,2,37,-86,0
8,1,1,26,-82,3,3,2,25,-82,0
4,1,2,42,-74,1,1,2,43,-73,0
4,1,1,44,-123,1,2,2,43,-123,0
2,2,2,30,-90,2,3,2,30,-90,0
5,1,2,33,-84,1,2,2,33,-84,0
2,1,1,34,-86,2,2,2,34,-87,0
6,1,2,46,-94,1,2,2,46,-94,0
4,1,2,34,-116,1,3,2,34,-116,0
2,2,2,44,-95,1,3,2,44,-95,0
7,1,1,40,-93,1,3,2,40,-93,0
8,1,1,42,-70,1,2,2,42,-71,0
4,1,1,41,-99,1,3,2,41,-100,0
4,1,1,27,-80,3,2,2,26,-80,0
2,1,1,37,-94,1,2,2,37,-93,0
4,1,1,36,-81,1,2,2,36,-82,0
7,1,2,34,-94,1,2,2,33,-94,0
4,1,1,34,-82,1,2,2,34,-81,0
7,1,1,41,-124,1,3,2,40,-123,0
7,1,1,31,-81,1,2,2,31,-82,0
2,1,2,42,-94,3,2,2,42,-94,0
4,1,2,33,-106,1,2,2,32,-105,0
8,1,1,47,-96,1,3,2,47,-96,0
8,1,1,35,-112,1,3,2,35,-112,0
4,1,2,38,-122,1,2,2,38,-122,0
4,1,2,47,-117,1,1,2,47,-118,0
5,1,1,32,-97,1,1,2,33,-98,0
4,1,1,39,-94,1,3,2,38,-94,0
2,1,2,34,-102,3,3,2,34,-103,0
2,2,2,41,-80,1,2,2,41,-80,0
5,1,1,43,-75,1,3,2,42,-75,0
6,1,2,43,-90,1,2,2,43,-90,0
2,2,1,44,-68,1,2,2,44,-69,0
2,1,1,34,-82,1,2,2,33,-82,0
2,1,2,42,-72,2,2,2,42,-72,0
5,1,1,45,-93,3,2,2,46,-93,0
8,2,2,39,-85,1,2,2,40,-84,0
9,1,1,44,-123,3,2,2,44,-123,0
7,1,2,45,-73,1,1,2,44,-72,0
7,2,2,35,-102,1,2,2,35,-103,0
2,2,1,38,-86,1,3,2,38,-86,0
4,1,2,38,-85,1,1,2,38,-86,0
7,1,2,38,-87,1,2,2,39,-87,0
4,1,1,38,-91,1,1,2,38,-91,0
8,1,1,39,-94,1,3,2,38,-95,0
7,1,2,42,-78,1,2,2,42,-78,0
5,1,2,35,-84,1,2,2,36,-83,0
4,1,1,42,-97,1,2,2,43,-97,0
2,1,1,39,-110,1,2,2,38,-110,0
4,1,1,41,-91,1,2,2,40,-91,0
4,1,1,36,-96,3,2,2,36,-95,0
3,1,1,34,-118,2,2,2,33,-119,0
2,1,2,30,-99,1,1,2,30,-99,0
4,1,1,42,-83,1,2,2,42,-84,0
6,1,2,40,-80,1,1,2,40,-80,0
2,1,1,39,-79,1,2,2,39,-78,0
4,1,1,30,-95,2,1,2,30,-94,0
2,2,1,32,-82,1,3,2,31,-81,0
5,1,1,41,-81,1,2,2,41,-82,0
1,1,2,42,-74,1,3,2,42,-74,0
4,1,1,39,-96,3,1,2,39,-95,0
7,3,2,41,-74,1,2,2,40,-74,0
4,1,2,41,-79,1,2,2,41,-78,0
4,1,2,35,-86,1,2,2,35,-87,0
2,2,2,34,-102,1,2,2,34,-102,0
8,1,1,40,-86,2,2,2,40,-86,0
2,1,2,44,-84,2,1,2,45,-84,0
4,1,1,33,-89,1,2,2,33,-88,0
4,1,2,45,-84,1,3,2,45,-84,0
4,1,2,34,-96,1,2,2,33,-95,0
1,1,1,44,-98,1,2,2,44,-98,0
5,1,1,28,-82,2,2,2,28,-82,0
1,1,1,40,-80,1,2,2,40,-79,0
2,2,1,39,-77,3,3,2,39,-78,0
3,1,1,40,-83,1,3,2,39,-82,0
1,1,1,33,-94,1,3,2,33,-95,0
6,2,1,43,-78,1,3,2,43,-77,0
9,2,2,42,-83,3,2,2,42,-83,0
4,1,1,45,-74,1,3,2,45,-75,0
2,1,2,35,-84,1,2,2,36,-84,0
1,1,2,26,-82,3,2,2,25,-82,0
5,3,1,39,-95,1,2,2,39,-95,0
1,1,1,42,-73,1,2,2,42,-74,0
4,1,1,32,-90,1,2,2,33,-90,0
4,1,2,38,-89,1,2,2,38,-89,0
4,1,1,40,-110,1,1,2,39,-110,0
1,1,1,44,-96,1,1,2,44,-96,0
2,1,2,42,-78,1,2,2,41,-78,0
7,1,1,39,-76,1,2,2,38,-77,0
2,1,1,42,-77,1,1,2,43,-76,0
5,1,2,36,-98,3,2,2,35,-97,0
8,1,2,43,-71,1,3,2,44,-71,0
2,1,1,42,-124,1,2,2,42,-125,0
8,1,2,43,-111,1,2,2,44,-111,0
8,1,2,39,-95,1,3,2,40,-95,0
1,2,1,41,-91,1,2,2,40,-91,0
4,1,2,35,-85,1,3,2,36,-85,0
4,1,1,49,-103,1,2,2,49,-103,0
7,1,2,39,-87,1,2,2,39,-88,0
4,1,2,41,-79,1,1,2,40,-80,0
1,1,1,41,-74,2,2,2,41,-73,0
2,1,2,30,-99,1,1,2,30,-99,0
4,1,2,26,-82,3,2,2,25,-82,0
6,1,1,33,-96,1,2,2,33,-97,0
2,1,2,42,-83,3,2,2,43,-84,0
1,1,1,31,-88,2,3,2,31,-87,0
1,1,1,34,-97,2,2,2,34,-96,0
8,2,2,42,-74,1,2,2,42,-73,0
2,2,2,29,-96,1,2,2,29,-97,0
2,2,2,35,-85,1,3,2,35,-84,0
2,1,2,36,-97,2,3,2,36,-98,0
2,1,2,38,-85,1,1,2,38,-85,0
3,1,1,32,-99,1,2,2,32,-99,0
4,1,1,36,-92,1,2,2,37,-92,0
6,1,2,41,-74,1,2,2,42,-74,0
5,1,2,42,-88,2,2,2,42,-88,0
7,1,2,42,-123,1,3,2,43,-123,0
5,1,1,42,-76,1,2,2,41,-76,0
2,1,2,32,-86,3,1,2,32,-86,0
5,2,1,35,-91,1,2,2,36,-91,0
4,1,2,36,-91,1,1,2,36,-92,0
7,1,1,46,-91,1,2,2,45,-92,0
6,1,2,35,-106,1,2,2,36,-105,0
7,2,2,41,-91,1,1,2,42,-90,0
4,1,2,40,-105,2,2,2,40,-106,0
4,1,2,44,-85,1,3,2,45,-85,0
5,1,2,43,-90,1,3,2,43,-90,0
4,1,2,33,-93,1,3,2,33,-93,0
2,1,2,34,-86,1,2,2,34,-87,0
7,2,2,39,-94,1,2,2,39,-95,0
1,1,2,39,-100,1,2,2,38,-100,0
6,1,1,41,-95,1,2,2,42,-96,0
5,3,1,41,-74,2,2,2,41,-75,0
4,1,1,33,-100,1,2,2,33,-99,0
2,1,2,30,-99,3,2,2,31,-98,0
4,1,2,39,-87,1,3,2,38,-86,0
6,1,2,41,-78,1,1,2,40,-78,0
5,1,2,34,-99,1,2,2,34,-98,0
4,1,1,39,-107,1,3,2,39,-107,0
1,3,1,38,-87,1,2,2,39,-86,0
4,1,2,41,-85,1,2,2,42,-86,0
6,1,1,40,-75,3,2,2,41,-75,0
1,3,1,35,-92,1,2,2,35,-93,0
2,1,2,34,-90,1,2,2,33,-89,0
6,1,1,33,-84,1,1,2,34,-84,0
1,1,1,42,-73,1,2,2,43,-74,0
2,3,1,32,-97,1,1,2,33,-97,0
1,1,1,33,-100,1,3,2,32,-100,0
4,1,1,39,-94,1,1,2,39,-94,0
8,1,1,35,-89,1,2,2,35,-89,0
8,3,2,38,-81,1,3,2,37,-81,0
4,1,1,46,-119,1,2,2,47,-119,0
4,1,1,31,-95,1,3,2,31,-94,0
4,1,2,44,-71,1,3,2,44,-72,0
2,1,2,39,-77,3,3,2,39,-78,0
1,1,2,32,-90,1,3,2,31,-89,0
8,1,2,43,-73,1,2,2,43,-74,0
2,2,1,40,-83,1,3,2,39,-83,0
2,2,1,41,-75,1,1,2,40,-74,0
3,1,2,36,-97,2,3,2,36,-96,0
8,1,1,37,-83,1,2,2,36,-83,0
1,1,1,43,-77,1,2,2,43,-78,0
5,1,1,29,-98,1,2,2,30,-99,0
6,1,1,36,-82,2,2,2,37,-82,0
2,2,2,43,-111,1,2,2,44,-111,0
9,1,1,41,-74,3,2,2,41,-73,0
6,1,2,43,-85,1,2,2,44,-85,0
2,2,2,38,-76,1,2,2,37,-76,0
4,1,2,40,-121,1,2,2,40,-120,0
5,1,2,38,-81,1,3,2,38,-80,0
4,1,2,38,-97,3,2,2,37,-97,0
1,1,2,41,-86,1,3,2,41,-86,0
8,1,2,32,-87,1,3,2,33,-87,0
2,1,1,41,-88,1,1,2,40,-88,0
4,1,1,37,-94,1,2,2,37,-94,0
1,1,1,37,-80,1,3,2,38,-80,0
7,1,1,41,-79,1,3,2,41,-80,0
6,1,1,41,-80,1,1,2,41,-80,0
4,1,2,43,-91,1,2,2,43,-91,0
6,1,2,40,-90,1,1,2,40,-90,0
2,1,2,39,-77,3,1,2,38,-77,0
4,1,1,45,-123,1,2,2,45,-122,0
4,1,1,37,-86,1,1,2,37,-86,0
7,1,2,45,-116,1,2,2,45,-116,0
8,1,1,33,-89,1,2,2,33,-89,0
2,1,2,44,-88,1,2,2,44,-88,0
1,1,2,40,-80,3,2,2,41,-80,0
8,1,1,36,-89,1,2,2,36,-89,0
4,1,2,40,-75,1,3,2,40,-76,0
2,1,1,41,-74,3,2,2,41,-74,0
5,1,1,46,-99,1,2,2,47,-98,0
2,1,2,40,-86,3,2,2,40,-87,0
1,1,1,36,-82,2,2,2,36,-82,0
4,1,2,30,-99,3,2,2,30,-98,0
4,1,2,45,-86,1,2,2,45,-86,0
1,1,1,40,-88,1,2,2,41,-88,0
1,1,2,39,-76,1,2,2,39,-76,0
6,1,1,42,-104,1,2,2,42,-103,0
4,1,2,38,-85,1,1,2,38,-85,0
7,1,1,37,-80,1,3,2,38,-79,0
7,1,2,43,-72,1,2,2,43,-73,0
5,3,2,42,-80,1,3,2,43,-80,0
6,1,1,41,-88,1,1,2,41,-89,0
4,1,2,42,-78,1,2,2,42,-79,0
3,1,2,31,-90,1,3,2,30,-91,0
5,1,2,39,-115,1,3,2,39,-114,0
4,1,2,44,-95,1,3,2,45,-95,0
7,1,2,34,-99,1,2,2,34,-99,0
4,1,1,42,-83,1,2,2,41,-83,0
4,1,1,34,-119,2,2,2,34,-119,0
1,1,2,38,-76,1,2,2,38,-77,0
8,3,2,39,-95,1,3,2,39,-96,0
6,1,1,30,-95,3,2,2,30,-96,0
4,1,1,41,-74,3,1,2,41,-73,0
4,1,1,29,-98,1,2,2,30,-99,0
2,2,1,31,-88,3,2,2,30,-88,0
4,1,1,38,-77,1,1,2,39,-77,0
6,1,2,39,-91,2,1,2,39,-91,0
4,1,1,37,-105,1,2,2,36,-106,0
7,1,2,39,-87,1,3,2,39,-88,0
4,1,2,34,-94,1,2,2,34,-93,0
6,1,1,42,-73,1,2,2,42,-73,0
4,1,2,37,-88,1,2,2,37,-87,0
8,1,2,43,-111,1,2,2,43,-112,0
7,1,2,43,-72,1,2,2,43,-73,0
2,2,2,39,-80,1,2,2,40,-81,0
4,1,2,42,-83,3,3,2,42,-83,0
1,1,1,44,-116,2,2,2,43,-116,0
2,2,1,43,-83,1,2,2,42,-84,0
2,2,2,38,-112,1,2,2,39,-113,0
7,2,2,41,-74,1,2,2,40,-74,0
4,1,2,38,-79,1,2,2,38,-79,0
7,1,1,35,-83,1,3,2,34,-83,0
1,1,1,39,-78,1,2,2,40,-78,0
2,3,1,30,-95,3,2,2,30,-96,0
4,1,1,44,-73,1,1,2,44,-73,0
5,2,1,44,-116,2,2,2,43,-116,0
4,1,1,40,-77,1,2,2,39,-77,0
4,1,2,39,-82,1,2,2,38,-83,0
2,2,1,40,-75,3,2,2,41,-74,0
4,1,1,39,-84,2,1,2,40,-84,0
9,1,1,31,-84,1,3,2,31,-85,0
2,1,1,42,-97,1,2,2,41,-96,0
2,2,2,38,-81,1,3,2,38,-81,0
7,1,2,36,-115,3,2,2,36,-116,0
4,1,2,33,-106,1,2,2,32,-106,0
2,1,2,40,-80,3,2,2,41,-79,0
4,1,2,36,-97,2,3,2,37,-97,0
7,1,2,38,-119,1,3,2,38,-120,0
2,1,1,35,-82,1,1,2,35,-83,0
7,1,1,38,-86,3,3,2,38,-85,0
2,2,1,39,-77,1,3,2,39,-77,0
2,2,2,42,-95,1,3,2,43,-94,0
4,1,2,32,-87,1,3,2,32,-87,0
4,1,2,35,-85,1,3,2,35,-85,0
7,1,2,42,-88,1,2,2,42,-88,0
4,1,2,34,-100,1,1,2,35,-100,0
4,1,2,45,-116,1,2,2,44,-117,0
4,1,1,47,-97,1,2,2,47,-97,0
9,1,2,36,-84,2,2,2,37,-84,0
1,1,1,41,-73,1,2,2,41,-73,0
3,1,1,43,-78,1,2,2,43,-78,0
4,1,1,41,-78,1,3,2,41,-79,0
9,3,1,31,-81,1,2,2,32,-82,0
8,1,1,34,-91,1,3,2,34,-91,0
4,1,2,40,-79,1,2,2,39,-79,0
6,1,2,41,-74,3,2,2,41,-74,0
2,1,2,36,-81,2,3,2,36,-81,0
2,3,1,44,-116,2,2,2,44,-116,0
6,1,2,36,-84,1,2,2,36,-84,0
6,1,2,43,-85,1,2,2,44,-86,0
6,1,1,30,-95,2,1,2,30,-96,0
4,1,2,33,-106,1,2,2,33,-106,0
4,1,1,39,-87,1,1,2,39,-86,0
2,2,1,34,-86,2,2,2,35,-86,0
4,2,2,38,-76,1,2,2,39,-75,0
2,1,1,39,-83,1,2,2,40,-82,0
7,1,2,40,-75,1,2,2,40,-75,0
4,1,2,33,-87,3,2,2,33,-87,0
6,1,2,42,-76,1,1,2,43,-75,0
4,1,2,43,-91,1,2,2,44,-90,0
2,1,2,45,-86,1,2,2,44,-86,0
2,3,1,27,-80,2,2,2,26,-81,0
1,1,1,45,-75,1,1,2,44,-76,0
1,1,1,41,-86,1,3,2,41,-87,0
8,3,1,31,-95,1,2,2,31,-95,0
9,1,2,43,-77,1,3,2,42,-78,0
4,1,1,33,-87,1,2,2,32,-86,0
4,1,1,35,-91,1,3,2,34,-91,0
1,1,1,42,-94,3,3,2,42,-95,0
5,1,2,30,-99,1,1,2,30,-100,0
4,1,1,29,-98,1,2,2,30,-99,0
2,1,1,30,-85,1,1,2,30,-84,0
7,2,2,35,-89,1,2,2,36,-90,0
4,1,2,47,-117,1,1,2,47,-116,0
9,1,1,41,-74,1,3,2,41,-75,0
1,1,2,35,-112,1,3,2,35,-111,0
2,1,2,35,-90,1,1,2,35,-89,0
6,1,1,38,-80,1,1,2,37,-81,0
9,1,1,31,-95,1,3,2,31,-95,0
1,1,2,36,-108,1,1,2,36,-109,0
7,1,2,36,-97,1,3,2,37,-97,0
7,1,1,31,-95,1,3,2,31,-94,0
5,3,1,44,-76,1,3,2,45,-77,0
7,1,2,38,-119,1,3,2,38,-119,0
2,2,1,38,-83,1,3,2,38,-82,0
4,1,2,38,-79,1,2,2,37,-80,0
6,1,1,42,-76,1,2,2,43,-75,0
7,1,2,40,-105,2,2,2,40,-104,0
1,1,1,38,-122,3,1,2,38,-123,0
7,1,1,44,-76,1,3,2,45,-75,0
2,2,1,44,-68,1,2,2,44,-68,0
4,1,1,43,-109,1,2,2,44,-110,0
2,1,2,20,-155,1,2,2,20,-155,0
4,1,1,44,-116,2,2,2,44,-117,0
4,1,1,40,-79,1,2,2,41,-79,0
4,1,2,43,-109,1,2,2,44,-109,0
5,3,1,38,-86,1,3,2,37,-86,0
7,1,1,41,-74,1,2,2,41,-75,0
7,1,1,49,-103,1,2,2,49,-104,0
8,1,1,27,-80,3,2,2,27,-80,0
4,1,2,32,-89,1,2,2,32,-89,0
4,1,2,34,-99,1,2,2,33,-99,0
4,1,2,39,-83,1,1,2,39,-83,0
4,1,1,41,-124,1,3,2,41,-123,0
1,1,1,29,-98,1,2,2,29,-98,0
4,1,1,27,-82,3,2,2,27,-81,0
1,2,2,35,-89,1,2,2,35,-88,0
7,2,2,42,-75,1,2,2,42,-75,0
2,1,2,41,-77,1,2,2,40,-76,0
9,2,2,43,-101,1,3,2,43,-100,0
2,1,1,36,-94,1,2,2,36,-94,0
1,1,2,41,-74,1,3,2,42,-73,0
4,1,1,42,-124,1,2,2,42,-124,0
2,1,1,40,-80,1,3,2,40,-79,0
6,1,1,30,-97,1,2,2,30,-97,0
6,1,1,42,-77,1,1,2,43,-78,0
7,1,1,33,-100,1,3,2,33,-100,0
4,1,2,33,-87,3,2,2,33,-87,0
5,1,1,35,-89,1,2,2,36,-88,0
9,1,2,35,-87,3,2,2,35,-86,0
2,1,2,42,-88,1,2,2,43,-88,0
6,1,2,38,-79,1,2,2,39,-80,0
4,1,1,37,-89,1,2,2,37,-89,0
2,2,1,38,-80,1,1,2,37,-80,0
4,1,1,34,-81,1,3,2,34,-81,0
7,1,1,40,-95,1,3,2,40,-96,0
6,1,2,32,-89,1,2,2,33,-88,0
2,2,1,44,-69,1,2,2,45,-69,0
4,1,2,40,-83,1,1,2,40,-83,0
7,1,2,42,-95,1,3,2,43,-94,0
2,2,1,45,-86,1,1,2,45,-86,0
1,1,1,32,-99,1,2,2,32,-99,0
4,1,1,31,-95,1,3,2,30,-96,0
2,1,1,44,-123,3,2,2,44,-123,0
4,1,1,41,-75,1,1,2,41,-74,0
2,2,2,31,-85,1,3,2,31,-84,0
7,1,2,48,-93,1,2,2,47,-93,0
5,1,1,40,-86,3,2,2,40,-86,0
8,1,2,32,-99,1,3,2,32,-99,0
5,1,2,41,-80,1,2,2,42,-79,0
4,1,1,32,-99,1,2,2,32,-99,0
4,1,2,33,-98,1,2,2,33,-97,0
6,1,1,34,-117,2,2,2,34,-118,0
9,2,2,46,-123,3,2,2,45,-122,0
2,1,1,44,-89,1,3,2,45,-88,0
7,1,1,28,-82,3,2,2,29,-82,0
1,1,1,44,-74,1,2,2,44,-74,0
2,2,2,40,-80,1,1,2,39,-81,0
1,2,1,37,-89,1,2,2,38,-89,0
6,1,2,37,-83,1,3,2,36,-84,0
2,1,2,42,-87,1,2,2,42,-87,0
2,2,1,42,-97,1,2,2,42,-97,0
4,1,1,44,-116,2,2,2,43,-116,0
2,2,1,40,-89,1,2,2,39,-90,0
4,1,1,39,-81,1,2,2,38,-80,0
4,1,1,44,-123,3,2,2,43,-124,0
2,3,1,30,-95,3,2,2,30,-96,0
2,2,1,32,-97,1,2,2,33,-97,0
2,2,2,44,-94,1,2,2,43,-94,0
5,1,1,46,-122,1,3,2,46,-122,0
7,1,2,32,-90,1,3,2,31,-90,0
5,1,2,38,-99,1,1,2,39,-100,0
2,1,2,32,-86,3,1,2,31,-87,0
4,1,1,45,-74,1,3,2,45,-74,0
4,1,1,29,-82,1,2,2,30,-82,0
4,1,2,45,-84,1,3,2,45,-85,0
1,1,1,40,-77,1,2,2,40,-77,0
1,3,2,38,-86,2,1,2,39,-85,0
4,1,1,34,-118,2,2,2,34,-119,0
4,1,2,44,-104,1,2,2,45,-104,0
6,1,2,28,-99,3,2,2,27,-100,0
4,1,2,33,-84,1,2,2,33,-84,0
5,3,1,40,-95,1,3,2,40,-96,0
3,1,1,37,-122,3,3,2,37,-122,0
4,1,2,38,-80,1,2,2,38,-79,0
4,1,2,41,-74,3,2,2,40,-74,0
2,1,2,39,-89,1,2,2,40,-89,0
4,1,1,41,-80,1,3,2,42,-80,0
7,1,2,39,-85,1,2,2,39,-85,0
6,1,1,36,-81,1,2,2,37,-81,0
1,1,2,34,-118,3,2,2,33,-119,0
7,1,1,46,-104,1,3,2,46,-104,0
1,1,2,40,-105,2,3,2,39,-105,0
1,1,2,46,-84,1,1,2,46,-84,0
3,2,2,39,-77,2,3,2,39,-77,0
8,3,1,41,-80,1,3,2,41,-80,0
4,1,2,44,-88,1,2,2,44,-88,0
2,2,2,31,-85,1,3,2,31,-84,0
4,1,1,34,-81,1,2,2,34,-81,0
2,1,2,34,-90,1,2,2,35,-90,0
2,1,1,41,-88,1,1,2,42,-87,0
8,1,1,31,-100,3,2,2,31,-101,0
1,2,2,36,-106,1,2,2,35,-105,0
4,1,1,41,-92,1,2,2,41,-91,0
4,1,2,36,-108,1,1,2,35,-108,0
9,2,2,28,-82,3,3,2,28,-82,0
4,1,2,43,-86,3,1,2,43,-85,0
1,1,2,41,-95,1,1,2,40,-94,0
1,1,1,33,-89,1,2,2,33,-88,0
4,1,2,41,-97,1,2,2,41,-96,0
1,1,1,31,-95,1,2,2,31,-95,0
5,1,2,40,-81,1,2,2,40,-81,0
5,1,1,30,-95,3,2,2,30,-95,0
5,1,2,41,-74,1,2,2,41,-75,0
6,1,1,30,-95,2,1,2,30,-96,0
2,3,1,41,-74,2,2,2,40,-75,0
6,1,2,42,-72,2,2,2,43,-72,0
8,1,2,43,-77,1,3,2,43,-77,0
2,1,1,42,-94,3,3,2,41,-93,0
2,1,2,41,-74,1,2,2,42,-74,0
2,2,1,35,-91,1,2,2,35,-91,0
4,1,1,32,-90,1,2,2,33,-89,0
1,1,1,41,-124,1,3,2,40,-124,0
1,1,1,40,-84,3,2,2,39,-83,0
4,1,2,29,-98,3,1,2,30,-99,0
5,2,1,41,-74,2,2,2,41,-73,0
4,1,1,39,-91,1,3,2,40,-90,0
7,3,1,34,-118,3,2,2,33,-118,0
2,1,1,33,-87,1,2,2,32,-88,0
1,1,1,37,-83,1,2,2,38,-82,0
4,1,2,38,-97,3,2,2,37,-98,0
2,1,1,40,-78,1,2,2,40,-78,0
1,1,1,33,-89,1,2,2,34,-89,0
2,2,2,38,-81,1,3,2,38,-80,0
4,1,1,35,-82,1,1,2,34,-81,0
5,1,2,32,-99,1,3,2,32,-100,0
5,1,2,43,-109,1,2,2,42,-110,0
2,2,1,35,-112,1,3,2,34,-113,0
8,1,1,40,-75,1,2,2,41,-76,0
2,1,1,43,-74,3,3,2,42,-73,0
7,1,2,36,-82,1,2,2,35,-82,0
4,1,1,37,-83,1,2,2,37,-84,0
5,1,1,34,-81,1,3,2,35,-81,0
1,1,1,37,-79,1,2,2,37,-79,0
1,1,2,41,-73,1,3,2,41,-73,0
5,1,1,40,-75,3,2,2,39,-75,0
4,1,2,29,-95,2,1,2,30,-95,0
8,1,1,48,-117,1,3,2,49,-116,0
4,1,1,41,-80,1,1,2,41,-79,0
2,3,1,42,-88,3,1,2,42,-88,0
2,2,2,41,-93,1,2,2,42,-92,0
1,1,2,42,-83,2,2,2,43,-84,0
4,1,2,43,-76,1,2,2,43,-76,0
4,1,1,30,-85,1,1,2,29,-84,0
5,1,2,39,-91,1,3,2,40,-90,0
4,1,1,37,-78,1,2,2,37,-78,0
2,1,1,31,-84,1,3,2,30,-84,0
4,1,1,43,-97,1,2,2,43,-98,0
2,2,1,41,-76,1,2,2,41,-77,0
5,1,2,44,-72,1,1,2,43,-72,0
2,2,1,32,-85,2,2,2,32,-85,0
1,1,1,49,-103,1,2,2,50,-103,0
4,1,2,43,-77,1,3,2,43,-77,0
2,2,1,36,-98,1,3,2,36,-98,0
4,1,1,40,-105,3,2,2,40,-106,0
2,1,2,41,-84,1,2,2,41,-84,0
7,1,1,33,-89,1,2,2,32,-88,0
